customer_id,tenure,monthly_charges,total_charges,num_support_tickets,avg_monthly_usage,contract_type,payment_method,churn
CUST-000410,12,103.0,1235.63,0,383,one_year,credit_card,0
CUST-000411,16,117.59,1764.14,1,137,monthly,mailed_check,0
CUST-000412,20,104.22,2077.41,0,476,one_year,credit_card,0
CUST-000413,9,114.34,1065.02,1,421,monthly,bank_transfer,0
CUST-000414,1,32.69,31.82,2,104,two_year,mailed_check,0
CUST-000415,49,99.58,5214.91,1,304,two_year,bank_transfer,0
CUST-000416,70,74.57,5254.5,1,187,monthly,credit_card,0
CUST-000417,8,74.35,590.97,0,305,one_year,bank_transfer,0
CUST-000418,21,109.89,2473.25,3,282,monthly,credit_card,1
CUST-000419,36,117.18,4187.19,2,154,one_year,bank_transfer,0
CUST-000420,67,90.48,5958.39,2,329,monthly,auto_pay,0
CUST-000421,50,68.29,3143.88,2,137,monthly,auto_pay,1
CUST-000422,55,65.64,3510.91,1,454,one_year,auto_pay,0
CUST-000423,42,58.63,2411.76,3,473,monthly,credit_card,0
CUST-000424,30,56.16,1577.18,1,91,monthly,mailed_check,0
CUST-000425,14,59.15,842.65,2,366,monthly,bank_transfer,1
CUST-000426,63,28.98,1695.69,1,465,monthly,bank_transfer,0
CUST-000427,58,27.74,1520.01,3,72,monthly,auto_pay,1
CUST-000428,1,97.99,99.19,2,372,one_year,credit_card,0
CUST-000429,52,64.61,3204.49,3,469,one_year,bank_transfer,0
CUST-000430,6,113.07,697.37,3,120,monthly,bank_transfer,1
CUST-000431,53,81.22,4468.68,1,295,monthly,credit_card,0
CUST-000432,60,23.52,1355.12,1,400,one_year,mailed_check,0
CUST-000433,9,35.75,295.2,2,173,one_year,bank_transfer,0
CUST-000434,31,40.58,1255.33,2,126,one_year,credit_card,0
CUST-000435,9,117.57,971.98,0,204,monthly,bank_transfer,1
CUST-000436,41,41.87,1721.9,0,174,monthly,mailed_check,0
CUST-000437,67,71.58,5012.84,2,365,one_year,auto_pay,0
CUST-000438,5,113.62,581.77,0,191,monthly,auto_pay,1
CUST-000439,29,117.72,3378.56,1,194,monthly,mailed_check,1
CUST-000440,71,43.64,3374.73,1,472,monthly,credit_card,0
CUST-000441,21,24.91,481.44,1,293,one_year,auto_pay,0
CUST-000442,9,35.36,342.43,3,465,monthly,bank_transfer,1
CUST-000443,35,26.33,976.87,0,358,one_year,auto_pay,0
CUST-000444,37,39.51,1438.4,0,443,one_year,mailed_check,0
CUST-000445,48,76.86,3433.15,2,105,monthly,credit_card,0
CUST-000446,22,111.24,2278.84,0,469,one_year,credit_card,1
CUST-000447,69,73.72,5515.8,1,472,one_year,mailed_check,1
CUST-000448,38,82.6,2971.63,3,29,monthly,bank_transfer,1
CUST-000449,20,40.19,863.94,2,184,one_year,bank_transfer,0
CUST-000450,70,100.06,7008.82,1,212,monthly,credit_card,0
CUST-000451,67,81.78,5437.33,4,215,monthly,bank_transfer,0
CUST-000452,36,106.41,3922.32,4,391,one_year,credit_card,0
CUST-000453,1,114.88,108.33,2,352,one_year,credit_card,1
CUST-000454,43,54.79,2322.22,4,114,monthly,credit_card,1
CUST-000455,40,29.06,1264.34,1,308,two_year,credit_card,0
CUST-000456,10,42.59,403.6,2,487,one_year,mailed_check,1
CUST-000457,46,63.78,3181.26,3,225,one_year,mailed_check,0
CUST-000458,61,114.57,7679.55,2,464,monthly,mailed_check,0
CUST-000459,7,57.83,368.53,4,328,monthly,credit_card,1
CUST-000460,52,97.08,5079.84,1,463,monthly,bank_transfer,0
CUST-000461,10,74.05,691.9,1,452,one_year,bank_transfer,1
CUST-000462,54,38.28,2117.44,1,18,monthly,auto_pay,0
CUST-000463,30,52.07,1715.04,2,402,one_year,credit_card,0
CUST-000464,0,85.32,0.0,1,102,monthly,credit_card,0
CUST-000465,70,87.29,6629.49,1,413,one_year,mailed_check,0
CUST-000466,12,63.48,718.09,1,405,one_year,bank_transfer,1
CUST-000467,43,42.86,1858.58,1,136,one_year,mailed_check,0
CUST-000468,13,92.19,1134.91,1,42,one_year,credit_card,1
CUST-000469,68,36.89,2708.91,1,215,two_year,mailed_check,0
CUST-000470,53,113.67,5652.38,2,158,monthly,auto_pay,0
CUST-000471,58,38.79,2094.11,1,281,one_year,mailed_check,0
CUST-000472,31,30.73,859.68,1,50,two_year,auto_pay,0
CUST-000473,34,69.76,2220.97,4,31,one_year,mailed_check,0
CUST-000474,46,71.95,3104.34,4,224,monthly,bank_transfer,0
CUST-000475,57,70.82,3695.63,2,387,two_year,bank_transfer,0
CUST-000476,61,63.67,4169.52,4,164,monthly,credit_card,0
CUST-000477,1,119.48,126.17,0,168,monthly,credit_card,0
CUST-000478,48,68.63,3132.48,0,90,monthly,mailed_check,0
CUST-000479,7,67.79,501.41,1,148,monthly,bank_transfer,1
CUST-000480,21,62.18,1285.45,3,156,monthly,credit_card,1
CUST-000481,60,26.68,1689.01,1,137,monthly,bank_transfer,0
CUST-000482,18,79.3,1376.87,1,178,two_year,bank_transfer,0
CUST-000483,58,42.8,2514.5,0,148,monthly,auto_pay,0
CUST-000484,33,83.76,2698.63,0,343,monthly,credit_card,0
CUST-000485,16,25.08,376.21,1,175,two_year,credit_card,0
CUST-000486,24,118.14,2883.92,3,379,one_year,auto_pay,0
CUST-000487,38,66.9,2669.73,0,306,monthly,credit_card,0
CUST-000488,55,109.68,6337.77,1,323,monthly,bank_transfer,0
CUST-000489,44,67.56,2887.2,2,295,one_year,auto_pay,0
CUST-000490,68,26.03,1776.66,0,462,one_year,auto_pay,0
CUST-000491,63,102.22,6779.6,1,135,one_year,credit_card,0
CUST-000492,54,84.82,4172.17,1,491,monthly,auto_pay,1
CUST-000493,44,98.18,3950.04,2,111,one_year,credit_card,0
CUST-000494,21,62.82,1286.56,0,77,one_year,credit_card,0
CUST-000495,30,83.79,2374.68,1,414,one_year,credit_card,0
CUST-000496,8,105.62,823.78,0,449,two_year,auto_pay,0
CUST-000497,27,83.11,2061.65,2,55,one_year,auto_pay,0
CUST-000498,67,54.77,3737.12,1,303,one_year,auto_pay,0
CUST-000499,31,86.25,2765.59,1,261,one_year,credit_card,0
CUST-000500,8,87.19,738.23,2,117,one_year,bank_transfer,0
CUST-000501,47,116.06,5619.04,0,265,monthly,credit_card,1
CUST-000502,70,57.09,3913.48,2,346,monthly,bank_transfer,0
CUST-000503,63,62.51,4280.69,3,291,one_year,credit_card,0
CUST-000504,20,101.21,2115.83,2,264,one_year,auto_pay,1
CUST-000505,33,70.58,2342.03,1,443,monthly,mailed_check,0
CUST-000506,38,93.66,3350.41,0,120,monthly,mailed_check,0
CUST-000507,18,65.97,1222.84,2,315,one_year,credit_card,0
CUST-000508,19,41.55,803.93,0,165,one_year,credit_card,0
CUST-000509,17,94.52,1665.76,2,487,monthly,credit_card,1
CUST-000510,72,33.12,2518.72,0,133,monthly,mailed_check,0
CUST-000511,54,39.86,2331.11,2,436,monthly,mailed_check,0
CUST-000512,61,82.68,5496.44,3,319,two_year,credit_card,0
CUST-000513,59,94.73,5734.59,2,115,two_year,mailed_check,0
CUST-000514,70,109.47,8377.01,5,381,one_year,auto_pay,0
CUST-000515,7,47.26,358.04,1,128,monthly,credit_card,0
CUST-000516,64,31.07,1790.67,0,138,one_year,bank_transfer,0
CUST-000517,4,115.6,475.13,2,178,monthly,bank_transfer,1
CUST-000518,34,35.44,1127.47,1,344,two_year,mailed_check,0
CUST-000519,43,39.77,1640.06,1,201,monthly,credit_card,1
CUST-000520,26,49.13,1225.65,0,288,monthly,credit_card,0
CUST-000521,10,72.94,726.94,1,280,one_year,auto_pay,0
CUST-000522,14,108.28,1367.62,1,106,monthly,bank_transfer,0
CUST-000523,60,96.05,5458.48,2,123,one_year,bank_transfer,0
CUST-000524,23,90.82,1892.14,0,160,one_year,mailed_check,0
CUST-000525,22,37.52,850.3,0,118,monthly,mailed_check,0
CUST-000526,67,55.77,4027.51,2,460,monthly,auto_pay,0
CUST-000527,10,67.84,745.94,2,196,one_year,mailed_check,0
CUST-000528,66,34.74,2269.25,4,208,one_year,mailed_check,0
CUST-000529,67,47.34,3019.62,0,339,monthly,auto_pay,0
CUST-000530,43,50.83,2340.05,0,396,monthly,mailed_check,0
CUST-000531,12,32.73,362.37,1,347,one_year,credit_card,0
CUST-000532,11,75.02,903.49,4,280,monthly,credit_card,0
CUST-000533,20,90.5,1887.77,1,488,one_year,mailed_check,0
CUST-000534,42,26.99,1134.47,4,450,one_year,credit_card,0
CUST-000535,11,68.11,688.77,3,109,monthly,auto_pay,1
CUST-000536,33,98.22,2928.93,0,88,one_year,bank_transfer,0
CUST-000537,8,94.8,765.15,1,202,monthly,mailed_check,1
CUST-000538,39,101.51,3890.68,3,419,monthly,auto_pay,1
CUST-000539,1,64.82,69.26,1,482,one_year,credit_card,0
CUST-000540,51,102.06,5353.2,2,354,two_year,bank_transfer,0
CUST-000541,4,44.08,173.92,0,348,one_year,auto_pay,0
CUST-000542,14,56.08,742.1,0,124,monthly,mailed_check,0
CUST-000543,12,37.64,449.91,2,300,one_year,mailed_check,0
CUST-000544,60,66.75,3735.06,0,100,monthly,mailed_check,0
CUST-000545,3,59.21,183.56,1,274,monthly,mailed_check,0
CUST-000546,31,44.09,1395.69,5,104,monthly,mailed_check,0
CUST-000547,43,95.18,4346.55,0,47,monthly,auto_pay,0
CUST-000548,37,51.38,1881.87,0,483,monthly,bank_transfer,0
CUST-000549,49,47.28,2214.16,1,447,two_year,auto_pay,0
CUST-000550,58,33.09,2048.34,3,345,monthly,mailed_check,1
CUST-000551,28,63.88,1856.97,2,316,one_year,bank_transfer,0
CUST-000552,60,50.3,3142.77,4,127,one_year,mailed_check,0
CUST-000553,23,56.93,1316.74,2,290,monthly,auto_pay,1
CUST-000554,71,43.6,3328.38,1,376,monthly,credit_card,0
CUST-000555,36,96.32,3278.74,0,274,monthly,mailed_check,0
CUST-000556,53,113.0,5871.25,1,148,monthly,mailed_check,0
CUST-000557,63,69.79,4657.26,1,202,one_year,auto_pay,0
CUST-000558,57,84.3,4452.37,1,422,two_year,credit_card,0
CUST-000559,62,106.72,7024.37,1,134,two_year,credit_card,0
CUST-000560,39,119.88,4537.49,1,481,monthly,mailed_check,0
CUST-000561,3,81.35,225.77,1,380,monthly,credit_card,0
CUST-000562,35,108.98,3493.25,3,446,monthly,bank_transfer,1
CUST-000563,13,110.86,1540.05,2,259,two_year,auto_pay,0
CUST-000564,64,99.15,6699.2,3,119,monthly,credit_card,0
CUST-000565,17,66.09,1075.9,1,26,monthly,mailed_check,0
CUST-000566,16,28.12,415.4,1,272,one_year,auto_pay,0
CUST-000567,18,21.58,368.8,3,205,one_year,credit_card,0
CUST-000568,46,67.72,2936.3,1,65,monthly,bank_transfer,1
CUST-000569,41,69.43,2979.31,2,465,one_year,bank_transfer,0
CUST-000570,69,60.74,3952.64,1,485,monthly,credit_card,0
CUST-000571,30,76.82,2173.74,1,193,monthly,mailed_check,0
CUST-000572,20,75.22,1363.67,1,337,monthly,bank_transfer,0
CUST-000573,3,103.66,317.0,1,212,monthly,auto_pay,1
CUST-000574,0,30.87,0.0,1,253,two_year,auto_pay,0
CUST-000575,27,42.52,1183.28,0,315,monthly,credit_card,0
CUST-000576,67,99.3,6744.38,1,214,one_year,auto_pay,0
CUST-000577,38,104.78,4352.79,0,402,monthly,bank_transfer,0
CUST-000578,65,119.48,7723.86,1,102,one_year,credit_card,0
CUST-000579,7,107.29,805.12,2,337,two_year,bank_transfer,0
CUST-000580,6,108.99,673.04,0,491,monthly,auto_pay,0
CUST-000581,60,51.43,2829.16,1,426,two_year,credit_card,0
CUST-000582,7,60.17,447.31,3,32,one_year,mailed_check,0
CUST-000583,3,46.81,142.8,3,65,one_year,auto_pay,0
CUST-000584,29,80.63,2410.07,1,318,monthly,bank_transfer,1
CUST-000585,67,113.88,7141.99,0,463,one_year,auto_pay,0
CUST-000586,50,54.46,2688.96,3,423,monthly,bank_transfer,1
CUST-000587,7,75.7,570.23,1,452,two_year,auto_pay,0
CUST-000588,61,49.63,2855.13,2,83,two_year,credit_card,0
CUST-000589,61,36.98,2030.26,4,264,monthly,auto_pay,0
CUST-000590,58,39.52,2180.99,1,365,two_year,credit_card,0
CUST-000591,65,25.79,1672.17,1,316,two_year,credit_card,0
CUST-000592,17,114.93,2079.35,2,390,one_year,bank_transfer,1
CUST-000593,71,60.29,4403.26,2,114,monthly,credit_card,0
CUST-000594,23,103.41,2577.77,0,233,monthly,bank_transfer,1
CUST-000595,58,88.13,5066.11,0,229,monthly,credit_card,1
CUST-000596,42,39.19,1610.04,2,470,monthly,credit_card,0
CUST-000597,56,37.55,1989.85,2,109,two_year,credit_card,0
CUST-000598,45,101.2,4297.21,0,169,monthly,mailed_check,1
CUST-000599,46,46.47,2238.56,2,20,one_year,auto_pay,0
CUST-000600,44,111.33,4487.4,1,84,one_year,credit_card,1
CUST-000601,56,34.01,1806.56,4,490,one_year,credit_card,0
CUST-000602,53,87.77,5010.83,2,425,monthly,mailed_check,1
CUST-000603,9,101.45,927.1,0,136,one_year,auto_pay,0
CUST-000604,60,43.53,2374.96,1,354,one_year,mailed_check,0
CUST-000605,39,47.62,1933.05,3,300,one_year,credit_card,0
CUST-000606,23,116.45,2681.93,1,454,monthly,bank_transfer,1
CUST-000607,37,46.46,1840.91,2,157,one_year,credit_card,0
CUST-000608,70,63.0,4570.91,1,497,monthly,bank_transfer,1
CUST-000609,62,63.25,3532.84,2,191,one_year,credit_card,0
CUST-000610,60,45.3,2558.04,0,361,monthly,credit_card,1
CUST-000611,33,97.58,3064.26,1,204,monthly,auto_pay,1
CUST-000612,57,97.18,5763.3,0,339,one_year,mailed_check,0
CUST-000613,28,57.83,1622.26,2,174,monthly,auto_pay,0
CUST-000614,50,103.51,5431.63,2,423,two_year,mailed_check,0
CUST-000615,46,41.31,1905.15,0,322,two_year,mailed_check,0
CUST-000616,18,20.43,355.04,1,151,monthly,mailed_check,0
CUST-000617,19,77.12,1349.13,2,480,monthly,credit_card,1
CUST-000618,4,119.41,449.23,0,357,monthly,bank_transfer,1
CUST-000619,10,23.86,233.87,3,220,two_year,auto_pay,0
CUST-000620,31,40.8,1277.82,3,76,one_year,mailed_check,0
CUST-000621,34,71.89,2658.69,2,486,monthly,mailed_check,0
CUST-000622,12,100.99,1148.79,2,379,monthly,auto_pay,0
CUST-000623,30,28.9,895.8,0,337,monthly,bank_transfer,1
CUST-000624,44,59.52,2436.89,2,418,one_year,bank_transfer,0
CUST-000625,16,94.71,1580.14,1,307,monthly,credit_card,0
CUST-000626,24,57.15,1237.55,0,123,monthly,bank_transfer,1
CUST-000627,26,38.88,1042.4,2,126,one_year,credit_card,0
CUST-000628,36,39.55,1327.9,2,48,monthly,mailed_check,0
CUST-000629,26,61.0,1484.6,1,40,monthly,credit_card,0
CUST-000630,53,67.94,3643.24,0,367,one_year,bank_transfer,0
CUST-000631,23,106.18,2381.29,1,427,two_year,mailed_check,0
CUST-000632,31,84.23,2596.14,1,90,monthly,mailed_check,0
CUST-000633,27,89.04,2312.19,3,291,two_year,bank_transfer,1
CUST-000634,13,118.3,1677.38,2,70,monthly,bank_transfer,1
CUST-000635,50,61.18,2930.92,1,213,two_year,auto_pay,0
CUST-000636,17,60.34,1034.41,0,397,monthly,mailed_check,1
CUST-000637,21,112.33,2526.11,2,407,one_year,mailed_check,1
CUST-000638,57,44.59,2625.09,2,474,monthly,auto_pay,0
CUST-000639,69,92.98,6188.22,1,162,two_year,bank_transfer,0
CUST-000640,48,95.46,4630.13,2,474,two_year,bank_transfer,1
CUST-000641,66,29.78,1801.56,1,393,monthly,auto_pay,0
CUST-000642,62,66.82,4180.69,1,175,monthly,mailed_check,1
CUST-000643,35,40.06,1382.86,6,170,one_year,credit_card,0
CUST-000644,56,38.54,2269.58,3,62,monthly,mailed_check,0
CUST-000645,23,66.38,1632.97,2,461,one_year,bank_transfer,0
CUST-000646,33,48.94,1517.99,0,109,one_year,credit_card,0
CUST-000647,39,99.61,3559.66,2,141,monthly,credit_card,0
CUST-000648,70,110.76,7583.49,1,212,monthly,bank_transfer,0
CUST-000649,61,100.27,6158.25,5,77,two_year,credit_card,0
CUST-000650,35,46.6,1590.81,1,404,monthly,credit_card,0
CUST-000651,47,47.41,2285.56,0,352,one_year,bank_transfer,0
CUST-000652,14,45.47,637.3,3,86,monthly,mailed_check,0
CUST-000653,58,33.5,2112.67,1,89,monthly,auto_pay,0
CUST-000654,40,114.38,4492.29,1,20,monthly,credit_card,1
CUST-000655,38,60.2,2096.58,2,475,monthly,auto_pay,0
CUST-000656,55,42.47,2243.32,0,223,one_year,bank_transfer,0
CUST-000657,46,104.67,4916.79,3,331,monthly,auto_pay,0
CUST-000658,5,59.92,284.98,2,83,one_year,credit_card,0
CUST-000659,21,23.51,470.9,0,123,one_year,credit_card,0
CUST-000660,12,36.19,420.35,1,275,monthly,bank_transfer,1
CUST-000661,53,83.93,4667.27,1,112,monthly,mailed_check,1
CUST-000662,2,98.29,213.88,1,310,one_year,auto_pay,1
CUST-000663,14,41.09,558.05,0,462,one_year,credit_card,0
CUST-000664,43,111.74,4512.19,2,159,one_year,mailed_check,0
CUST-000665,50,105.1,5171.59,0,307,monthly,mailed_check,0
CUST-000666,36,104.84,3662.4,0,458,one_year,auto_pay,0
CUST-000667,62,42.77,2911.62,0,447,monthly,auto_pay,0
CUST-000668,67,25.05,1666.22,1,13,one_year,credit_card,1
CUST-000669,9,106.74,995.11,3,64,monthly,auto_pay,0
CUST-000670,69,50.58,3778.85,1,493,one_year,mailed_check,0
CUST-000671,44,81.89,3696.17,2,463,monthly,bank_transfer,0
CUST-000672,46,96.0,4194.65,0,167,one_year,credit_card,0
CUST-000673,6,32.83,201.21,3,264,monthly,mailed_check,1
CUST-000674,45,98.08,4326.98,1,290,one_year,auto_pay,0
CUST-000675,52,113.85,5828.26,3,337,monthly,auto_pay,1
CUST-000676,42,92.84,4273.08,2,377,one_year,auto_pay,0
CUST-000677,6,64.12,367.68,2,192,monthly,credit_card,1
CUST-000678,38,107.67,4066.04,0,446,monthly,credit_card,0
CUST-000679,68,72.75,4610.47,1,38,one_year,mailed_check,0
CUST-000680,52,94.48,4597.1,1,25,monthly,mailed_check,0
CUST-000681,10,102.05,1041.62,0,479,monthly,credit_card,1
CUST-000682,70,94.94,6979.44,0,96,one_year,auto_pay,0
CUST-000683,69,48.79,3458.39,0,497,one_year,auto_pay,0
CUST-000684,12,31.78,368.34,0,150,two_year,bank_transfer,0
CUST-000685,58,43.83,2318.24,2,188,monthly,auto_pay,0
CUST-000686,29,70.29,2026.29,3,23,monthly,mailed_check,0
CUST-000687,43,70.53,3035.38,1,472,one_year,mailed_check,0
CUST-000688,32,78.26,2639.88,3,186,monthly,credit_card,0
CUST-000689,57,59.51,3487.24,3,92,one_year,bank_transfer,0
CUST-000690,72,98.69,7633.29,1,246,monthly,mailed_check,1
CUST-000691,58,111.32,6821.98,3,85,two_year,credit_card,0
CUST-000692,67,44.67,2912.61,1,396,one_year,mailed_check,0
CUST-000693,69,93.65,6632.73,0,45,monthly,bank_transfer,0
CUST-000694,6,87.8,552.85,1,254,monthly,auto_pay,0
CUST-000695,18,72.31,1420.51,1,201,monthly,bank_transfer,0
CUST-000696,52,38.85,1988.83,2,28,monthly,mailed_check,0
CUST-000697,43,99.52,4406.27,3,35,one_year,auto_pay,0
CUST-000698,3,116.06,340.71,1,264,monthly,auto_pay,0
CUST-000699,6,92.18,579.39,1,203,monthly,bank_transfer,0
CUST-000700,37,111.79,4477.05,2,73,monthly,credit_card,1
CUST-000701,44,118.42,5647.35,1,77,one_year,mailed_check,0
CUST-000702,12,55.21,617.08,2,404,monthly,bank_transfer,0
CUST-000703,12,83.82,946.31,2,367,monthly,credit_card,0
CUST-000704,9,67.39,637.43,2,307,two_year,mailed_check,0
CUST-000705,41,118.66,4992.53,3,418,monthly,credit_card,0
CUST-000706,0,29.38,0.0,0,43,monthly,auto_pay,1
CUST-000707,41,61.24,2417.34,1,347,two_year,bank_transfer,0
CUST-000708,34,107.55,3911.22,1,378,monthly,mailed_check,1
CUST-000709,34,48.41,1706.44,1,108,two_year,credit_card,0
CUST-000710,49,98.78,4545.41,0,272,one_year,mailed_check,0
CUST-000711,38,58.28,2049.2,3,385,one_year,credit_card,0
CUST-000712,53,118.0,6507.57,0,305,monthly,mailed_check,0
CUST-000713,55,108.35,5552.19,1,132,monthly,bank_transfer,1
CUST-000714,67,50.13,3556.42,3,335,monthly,credit_card,0
CUST-000715,58,97.02,5691.42,1,382,monthly,bank_transfer,0
CUST-000716,37,53.69,1977.34,3,14,monthly,credit_card,1
CUST-000717,35,80.64,2695.69,1,288,one_year,bank_transfer,0
CUST-000718,17,85.85,1600.68,1,257,one_year,auto_pay,0
CUST-000719,43,102.96,4624.0,1,189,monthly,auto_pay,0
CUST-000720,10,22.45,236.99,2,31,one_year,auto_pay,0
CUST-000721,67,42.02,2966.64,0,50,two_year,mailed_check,0
CUST-000722,61,91.19,5656.06,1,377,one_year,bank_transfer,0
CUST-000723,8,76.35,664.51,0,415,one_year,auto_pay,1
CUST-000724,57,69.56,4031.39,1,215,one_year,credit_card,0
CUST-000725,8,25.52,204.98,1,470,monthly,bank_transfer,1
CUST-000726,52,54.83,2722.12,3,464,monthly,auto_pay,0
CUST-000727,6,106.51,611.16,3,336,two_year,credit_card,0
CUST-000728,35,23.09,846.44,0,294,one_year,bank_transfer,0
CUST-000729,48,59.64,2768.12,2,482,one_year,credit_card,0
CUST-000730,53,114.51,6346.64,2,308,two_year,mailed_check,0
CUST-000731,30,25.09,820.85,0,467,monthly,auto_pay,1
CUST-000732,67,94.97,6285.75,0,489,monthly,auto_pay,0
CUST-000733,56,45.76,2356.18,3,105,one_year,auto_pay,0
CUST-000734,15,106.66,1653.19,0,333,monthly,credit_card,0
CUST-000735,48,94.61,4095.8,0,368,one_year,credit_card,0
CUST-000736,53,108.57,6084.51,3,411,one_year,bank_transfer,0
CUST-000737,24,41.59,1003.28,2,181,one_year,credit_card,0
CUST-000738,53,73.13,3867.93,2,432,monthly,bank_transfer,1
CUST-000739,65,97.93,6453.86,2,248,one_year,bank_transfer,0
CUST-000740,59,44.57,2638.26,1,199,monthly,mailed_check,0
CUST-000741,55,43.07,2285.36,2,86,two_year,bank_transfer,0
CUST-000742,46,22.72,999.45,1,167,monthly,credit_card,0
CUST-000743,19,115.85,2163.86,2,487,two_year,mailed_check,0
CUST-000744,58,91.0,5694.87,0,360,monthly,credit_card,1
CUST-000745,26,83.56,2014.12,3,365,monthly,credit_card,1
CUST-000746,38,94.4,3461.48,1,448,monthly,bank_transfer,1
CUST-000747,22,73.16,1510.47,2,140,monthly,credit_card,1
CUST-000748,22,67.61,1465.74,0,334,monthly,mailed_check,1
CUST-000749,11,64.95,662.08,0,192,one_year,bank_transfer,0
CUST-000750,70,84.04,6189.64,0,425,one_year,mailed_check,0
CUST-000751,10,40.15,369.66,0,217,monthly,credit_card,0
CUST-000752,6,108.81,674.44,2,428,one_year,auto_pay,1
CUST-000753,68,101.18,6560.6,1,376,two_year,credit_card,0
CUST-000754,40,54.96,2186.17,1,388,one_year,credit_card,0
CUST-000755,31,77.86,2268.83,1,463,monthly,bank_transfer,1
CUST-000756,53,34.1,1890.52,1,397,monthly,mailed_check,0
CUST-000757,27,117.23,3448.99,2,167,two_year,bank_transfer,0
CUST-000758,9,110.29,937.37,0,265,monthly,mailed_check,1
CUST-000759,53,112.19,6484.97,3,241,monthly,credit_card,0
CUST-000760,12,53.22,616.32,1,41,one_year,bank_transfer,0
CUST-000761,40,36.91,1493.48,2,300,monthly,auto_pay,1
CUST-000762,69,41.18,2955.98,1,224,one_year,bank_transfer,0
CUST-000763,68,29.0,1853.39,1,202,monthly,auto_pay,0
CUST-000764,26,32.01,823.07,2,63,one_year,auto_pay,0
CUST-000765,56,27.13,1387.96,1,257,two_year,credit_card,0
CUST-000766,44,118.98,5441.44,2,293,two_year,auto_pay,0
CUST-000767,34,27.41,916.4,0,61,two_year,mailed_check,0
CUST-000768,10,33.25,358.54,2,321,two_year,mailed_check,0
CUST-000769,27,102.73,2648.33,0,92,monthly,bank_transfer,0
CUST-000770,47,78.02,3977.6,2,81,two_year,bank_transfer,0
CUST-000771,72,97.44,6512.01,2,206,two_year,mailed_check,0
CUST-000772,0,83.09,0.0,3,200,monthly,mailed_check,1
CUST-000773,52,108.22,5411.13,1,458,monthly,mailed_check,1
CUST-000774,61,83.85,4789.32,1,43,monthly,mailed_check,0
CUST-000775,69,72.21,4577.85,1,181,one_year,bank_transfer,0
CUST-000776,30,91.27,2823.33,3,369,one_year,credit_card,0
CUST-000777,8,64.74,490.28,1,132,monthly,credit_card,1
CUST-000778,19,54.61,1052.7,4,490,monthly,bank_transfer,0
CUST-000779,62,66.77,4536.67,1,374,one_year,mailed_check,0
CUST-000780,64,36.97,2278.99,0,473,monthly,bank_transfer,0
CUST-000781,46,99.66,4157.96,1,475,two_year,bank_transfer,0
CUST-000782,8,46.07,342.23,3,63,monthly,mailed_check,0
CUST-000783,8,35.35,261.27,3,234,monthly,credit_card,1
CUST-000784,34,44.64,1506.61,0,374,monthly,auto_pay,1
CUST-000785,42,104.21,4590.98,2,14,two_year,auto_pay,0
CUST-000786,2,53.02,101.72,1,231,two_year,mailed_check,0
CUST-000787,50,88.6,4116.22,2,347,monthly,bank_transfer,1
CUST-000788,39,105.64,4235.95,3,398,monthly,auto_pay,1
CUST-000789,0,27.77,0.0,1,213,monthly,mailed_check,0
CUST-000790,6,96.5,587.7,2,432,monthly,mailed_check,1
CUST-000791,33,50.77,1820.76,0,340,one_year,auto_pay,0
CUST-000792,52,41.66,2075.92,1,32,monthly,auto_pay,0
CUST-000793,60,88.89,5346.72,4,146,monthly,mailed_check,1
CUST-000794,31,110.98,3651.49,3,469,monthly,mailed_check,0
CUST-000795,21,49.5,1079.36,1,11,monthly,auto_pay,0
CUST-000796,70,76.88,5652.27,2,62,monthly,bank_transfer,0
CUST-000797,33,48.98,1704.45,1,178,monthly,auto_pay,0
CUST-000798,23,75.43,1748.74,2,496,monthly,credit_card,1
CUST-000799,32,82.19,2649.05,0,355,monthly,auto_pay,1
CUST-000800,0,81.03,0.0,1,82,monthly,bank_transfer,1
CUST-000801,22,82.35,1883.32,1,202,two_year,mailed_check,0
CUST-000802,37,33.51,1282.04,1,470,monthly,auto_pay,0
CUST-000803,67,89.35,5845.33,0,117,monthly,mailed_check,0
CUST-000804,53,87.48,4941.09,2,291,monthly,mailed_check,0
CUST-000805,57,88.26,4765.4,2,237,one_year,mailed_check,0
CUST-000806,39,27.41,995.39,1,382,two_year,credit_card,0
CUST-000807,8,64.68,501.42,0,378,one_year,mailed_check,0
CUST-000808,28,60.9,1621.25,3,418,one_year,bank_transfer,0
CUST-000809,72,28.67,2131.61,1,68,one_year,auto_pay,0
CUST-000810,3,42.24,119.9,1,232,monthly,bank_transfer,0
CUST-000811,64,64.1,4230.8,1,348,two_year,bank_transfer,0
CUST-000812,49,94.29,4632.43,1,215,one_year,mailed_check,0
CUST-000813,20,43.71,813.43,0,336,monthly,mailed_check,0
CUST-000814,56,102.97,5487.69,2,321,monthly,auto_pay,0
CUST-000815,61,74.58,4569.15,1,191,monthly,credit_card,0
CUST-000816,3,96.04,301.55,0,59,monthly,credit_card,0
CUST-000817,7,67.26,461.24,1,485,one_year,credit_card,0
CUST-000818,48,69.92,3176.83,1,414,monthly,mailed_check,0
CUST-000819,72,81.97,5659.96,2,448,one_year,bank_transfer,0
CUST-000820,1,112.8,103.67,0,156,two_year,credit_card,0
CUST-000821,48,69.18,3005.28,2,164,monthly,auto_pay,0
CUST-000822,9,72.87,717.89,2,168,monthly,mailed_check,1
